Masked Account ID,Maked Primary Campaign,Stage,Account Type,Billing Zip/Postal Code,Fiscal Period,Close Date,Amount
0049,Campaign One 2014,Closed Won,Household,91311,Q4-2014,12/29/2014,195
0049,Campaign One 2014,Closed Won,Household,91311,Q3-2014,9/24/2014,5000
0049,Campaign One 2014,Closed Won,Household,91311,Q4-2014,10/16/2014,1000
0059,Campaign One 2014,Closed Won,Household,90066,Q4-2014,10/27/2014,25
0093,Campaign One 2014,Closed Won,Corporate,10016,Q4-2014,11/25/2014,14399.2
0093,Campaign One 2014,Closed Won,Corporate,10016,Q4-2014,12/11/2014,3960
0095,Campaign One 2014,Closed Won,Corporate,90025,Q3-2014,9/3/2014,5000
0096,Campaign One 2014,Closed Won,Household,83333,Q4-2014,10/16/2014,1000
0099,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/29/2014,200
0099,Campaign One 2014,Closed Won,Household,90049,Q3-2014,9/22/2014,5000
0099,Campaign One 2014,Closed Won,Household,90049,Q3-2014,9/30/2014,600
0104,Campaign One 2014,Closed Won,Household,90272,Q3-2014,9/29/2014,10000
0105,Campaign One 2014,Closed Won,Household,85262,Q4-2014,10/29/2014,25
0105,Campaign One 2014,Closed Won,Household,85262,Q3-2014,9/17/2014,7500
0105,Campaign One 2014,Closed Won,Household,85262,Q4-2014,10/25/2014,1000
0107,Campaign One 2014,Closed Won,Corporate,08043,Q4-2014,12/17/2014,2500
0109,Campaign One 2014,Closed Won,Corporate,91362,Q4-2014,10/6/2014,7750
0111,Campaign One 2014,Closed Won,Household,90049,Q3-2014,9/30/2014,1000
0121,Campaign One 2014,Closed Won,Corporate,90017,Q3-2014,9/30/2014,5000
0127,Campaign One 2014,Closed Won,Corporate,90245,Q3-2014,8/15/2014,5000
0128,Campaign One 2014,Closed Won,Corporate,08543,Q3-2014,8/4/2014,5000
0131,Campaign One 2014,Closed Won,Household,81362,Q4-2014,10/31/2014,2600
0131,Campaign One 2014,Closed Won,Household,81362,Q4-2014,10/27/2014,500
0133,Campaign One 2014,Closed Won,Corporate,91362,Q4-2014,10/22/2014,3000
0135,Campaign One 2014,Closed Won,Household,90064,Q3-2014,9/22/2014,2500
0137,Campaign One 2014,Closed Won,Household,90048,Q4-2014,10/16/2014,1000
0138,Campaign One 2014,Closed Won,Household,90033,Q3-2014,9/29/2014,2500
0143,Campaign One 2014,Closed Won,Household,90064,Q4-2014,10/29/2014,230
0143,Campaign One 2014,Closed Won,Household,90064,Q4-2014,10/27/2014,250
0143,Campaign One 2014,Closed Won,Household,90064,Q3-2014,7/31/2014,2500
0144,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/10/2014,300
0144,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/16/2014,500
0146,Campaign One 2014,Closed Won,Household,90068,Q4-2014,10/29/2014,100
0155,Campaign One 2014,Closed Won,Household,91311,Q4-2014,10/13/2014,2500
0159,Campaign One 2014,Closed Won,Household,90405,Q3-2014,9/30/2014,300
0160,Campaign One 2014,Closed Won,Corporate,90068,Q4-2014,10/16/2014,2500
0163,Campaign One 2014,Closed Won,Corporate,91355,Q3-2014,9/3/2014,2500
0165,Campaign One 2014,Closed Won,Corporate,M4R 1,Q3-2014,7/23/2014,2500
0166,Campaign One 2014,Closed Won,Corporate,,Q3-2014,9/18/2014,2500
0171,Campaign One 2014,Closed Won,Household,90025,Q4-2014,10/29/2014,2265
0171,Campaign One 2014,Closed Won,Household,90025,Q4-2014,10/29/2014,600
0175,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/27/2014,100
0175,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/6/2014,600
0177,Campaign One 2014,Closed Won,Household,91361,Q4-2014,12/3/2014,1500
0181,Campaign One 2014,Closed Won,Corporate,91362,Q4-2014,10/16/2014,2200
0182,Campaign One 2014,Closed Won,Corporate,92707,Q4-2014,10/16/2014,1000
0190,Campaign One 2014,Closed Won,Household,90212,Q4-2014,10/1/2014,300
0190,Campaign One 2014,Closed Won,Household,90212,Q4-2014,10/27/2014,300
0196,Campaign One 2014,Closed Won,Household,90272,Q4-2014,10/10/2014,250
0219,Campaign One 2014,Closed Won,Household,90402,Q4-2014,11/7/2014,400
0225,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/27/2014,500
0225,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/29/2014,490
0231,Campaign One 2014,Closed Won,Corporate,91311,Q3-2014,7/15/2014,600
0242,Campaign One 2014,Closed Won,Household,90212,Q4-2014,10/25/2014,100
0242,Campaign One 2014,Closed Won,Household,90212,Q4-2014,10/29/2014,100
0257,Campaign One 2014,Closed Won,Household,90803,Q4-2014,10/16/2014,1000
0257,Campaign One 2014,Closed Won,Household,90803,Q4-2014,10/29/2014,875
0261,Campaign One 2014,Closed Won,Household,90077,Q4-2014,10/10/2014,200
0265,Campaign One 2014,Closed Won,Household,90019,Q4-2014,10/27/2014,100
0275,Campaign One 2014,Closed Won,Household,91302,Q4-2014,10/27/2014,1000
0276,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/27/2014,100
0282,Campaign One 2014,Closed Won,Household,90065,Q4-2014,10/29/2014,400
0282,Campaign One 2014,Closed Won,Household,90065,Q4-2014,10/29/2014,1000
0285,Campaign One 2014,Closed Won,Household,90245,Q4-2014,10/29/2014,700
0285,Campaign One 2014,Closed Won,Household,90245,Q4-2014,10/25/2014,1000
0286,Campaign One 2014,Closed Won,Household,22302,Q3-2014,9/30/2014,200
0288,Campaign One 2014,Closed Won,Household,91301,Q4-2014,10/29/2014,5
0288,Campaign One 2014,Closed Won,Household,91301,Q4-2014,10/29/2014,5
0288,Campaign One 2014,Closed Won,Household,91301,Q4-2014,10/29/2014,823
0289,Campaign One 2014,Closed Won,Household,91360,Q4-2014,10/10/2014,300
0289,Campaign One 2014,Closed Won,Household,91360,Q4-2014,10/16/2014,300
0289,Campaign One 2014,Closed Won,Household,91360,Q4-2014,10/16/2014,500
0292,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/29/2014,705
0296,Campaign One 2014,Closed Won,Household,91355,Q3-2014,8/15/2014,600
0297,Campaign One 2014,Closed Won,Household,90049,Q4-2014,11/12/2014,250
0297,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/13/2014,600
0299,Campaign One 2014,Closed Won,Household,90025,Q4-2014,10/29/2014,200
0299,Campaign One 2014,Closed Won,Household,90025,Q3-2014,9/30/2014,600
0300,Campaign One 2014,Closed Won,Household,90403,Q4-2014,10/10/2014,600
0302,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/27/2014,200
0302,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/29/2014,50
0302,Campaign One 2014,Closed Won,Household,90049,Q3-2014,9/30/2014,600
0304,Campaign One 2014,Closed Won,Corporate,90213,Q3-2014,9/15/2014,750
0307,Campaign One 2014,Closed Won,Household,90034,Q4-2014,10/13/2014,250
0310,Campaign One 2014,Closed Won,Household,90069,Q4-2014,10/10/2014,600
0313,Campaign One 2014,Closed Won,Household,91307,Q4-2014,10/29/2014,410
0313,Campaign One 2014,Closed Won,Household,91307,Q4-2014,10/27/2014,250
0314,Campaign One 2014,Closed Won,Household,90077,Q3-2014,9/30/2014,200
0320,Campaign One 2014,Closed Won,Household,90274,Q4-2014,10/16/2014,500
0322,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/31/2014,300
0322,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/31/2014,300
0322,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/31/2014,300
0322,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/29/2014,420
0322,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/25/2014,500
0326,Campaign One 2014,In-Kind Received,Corporate,90401,Q3-2014,9/15/2014,540
0340,Campaign One 2014,Closed Won,Household,90025,Q4-2014,10/29/2014,500
0343,Campaign One 2014,Closed Won,Household,91011,Q4-2014,10/27/2014,100
0347,Campaign One 2014,Closed Won,Household,90272,Q4-2014,10/1/2014,300
0349,Campaign One 2014,Closed Won,Household,95616,Q3-2014,9/30/2014,300
0352,Campaign One 2014,Closed Won,Household,91436,Q4-2014,10/27/2014,500
0353,Campaign One 2014,Closed Won,Household,90232,Q4-2014,10/9/2014,240
0366,Campaign One 2014,Closed Won,Household,90094,Q4-2014,10/27/2014,500
0367,Campaign One 2014,Closed Won,Household,10956,Q4-2014,10/6/2014,500
0372,Campaign One 2014,Closed Won,Household,91311,Q4-2014,10/16/2014,500
0380,Campaign One 2014,Closed Won,Household,06033,Q4-2014,10/6/2014,250
0382,Campaign One 2014,Closed Won,Household,07627,Q4-2014,10/10/2014,500
0397,Campaign One 2014,Closed Won,Household,,Q4-2014,10/10/2014,300
0397,Campaign One 2014,Closed Won,Household,,Q4-2014,10/27/2014,500
0399,Campaign One 2014,Closed Won,Household,90212,Q4-2014,10/29/2014,140
0411,Campaign One 2014,Closed Won,Household,90026,Q4-2014,10/27/2014,500
0416,Campaign One 2014,Closed Won,Household,91356,Q4-2014,10/27/2014,500
0417,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/10/2014,500
0424,Campaign One 2014,Closed Won,Corporate,91364,Q4-2014,10/1/2014,500
0425,Campaign One 2014,In-Kind Received,Corporate,90025,Q3-2014,9/15/2014,500
0434,Campaign One 2014,Closed Won,Household,91105,Q4-2014,11/5/2014,400
0436,Campaign One 2014,Closed Won,Household,91042,Q4-2014,10/29/2014,360
0436,Campaign One 2014,Closed Won,Household,91042,Q4-2014,10/27/2014,100
0444,Campaign One 2014,Closed Won,Household,90291,Q3-2014,9/30/2014,100
0450,Campaign One 2014,Closed Won,Household,91367,Q4-2014,10/6/2014,300
0451,Campaign One 2014,Closed Won,Household,90094,Q4-2014,10/6/2014,300
0452,Campaign One 2014,Closed Won,Household,90004,Q3-2014,9/30/2014,300
0454,Campaign One 2014,Closed Won,Household,90068,Q4-2014,10/16/2014,300
0459,Campaign One 2014,Closed Won,Household,90265,Q4-2014,10/15/2014,300
0459,Campaign One 2014,Closed Won,Household,90265,Q4-2014,10/27/2014,200
0463,Campaign One 2014,Closed Won,Household,,Q3-2014,9/24/2014,300
0464,Campaign One 2014,Closed Won,Household,91403,Q4-2014,10/29/2014,175
0464,Campaign One 2014,Closed Won,Household,91403,Q3-2014,8/15/2014,300
0466,Campaign One 2014,Closed Won,Household,91325,Q3-2014,8/20/2014,300
0471,Campaign One 2014,Closed Won,Household,91307,Q4-2014,10/27/2014,150
0471,Campaign One 2014,Closed Won,Household,91307,Q3-2014,9/17/2014,300
0472,Campaign One 2014,Closed Won,Household,90028,Q4-2014,10/27/2014,25
0474,Campaign One 2014,Closed Won,Household,90402,Q4-2014,10/31/2014,300
0475,Campaign One 2014,Closed Won,Household,,Q3-2014,9/17/2014,300
0479,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/31/2014,300
0479,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/27/2014,100
0480,Campaign One 2014,Closed Won,Household,93065,Q4-2014,10/10/2014,300
0480,Campaign One 2014,Closed Won,Household,93065,Q4-2014,10/27/2014,50
0481,Campaign One 2014,Closed Won,Household,90403,Q4-2014,10/13/2014,300
0481,Campaign One 2014,Closed Won,Household,90403,Q4-2014,10/27/2014,40
0482,Campaign One 2014,Closed Won,Household,90275,Q4-2014,11/5/2014,100
0487,Campaign One 2014,Closed Won,Household,90405,Q3-2014,9/17/2014,300
0487,Campaign One 2014,Closed Won,Household,90405,Q4-2014,10/27/2014,100
0487,Campaign One 2014,Closed Won,Household,90405,Q4-2014,10/29/2014,15
0489,Campaign One 2014,Closed Won,Household,,Q4-2014,10/6/2014,300
0490,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/10/2014,100
0493,Campaign One 2014,Closed Won,Household,90211,Q3-2014,9/30/2014,300
0493,Campaign One 2014,Closed Won,Household,90211,Q4-2014,12/3/2014,260
0495,Campaign One 2014,Closed Won,Household,90046,Q4-2014,10/27/2014,250
0501,Campaign One 2014,Closed Won,Household,91356,Q4-2014,10/27/2014,250
0504,Campaign One 2014,Closed Won,Corporate,91307,Q3-2014,9/30/2014,300
0527,Campaign One 2014,Closed Won,Household,07834,Q4-2014,10/6/2014,250
0536,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/25/2014,250
0540,Campaign One 2014,Closed Won,Corporate,91367,Q3-2014,7/15/2014,250
0543,Campaign One 2014,Closed Won,Household,91202,Q3-2014,9/30/2014,250
0544,Campaign One 2014,Closed Won,Household,91377,Q4-2014,10/25/2014,200
0558,Campaign One 2014,Closed Won,Household,92663,Q4-2014,10/16/2014,250
0566,Campaign One 2014,Closed Won,Household,90232,Q4-2014,10/27/2014,250
0575,Campaign One 2014,Closed Won,Household,90211,Q4-2014,10/25/2014,250
0581,Campaign One 2014,Closed Won,Household,90212,Q3-2014,9/30/2014,25
0598,Campaign One 2014,Closed Won,Household,90067,Q4-2014,10/29/2014,250
0603,Campaign One 2014,Closed Won,Household,91607,Q4-2014,10/29/2014,240
0607,Campaign One 2014,Closed Won,Household,91405,Q4-2014,10/29/2014,210
0607,Campaign One 2014,Closed Won,Household,91405,Q4-2014,10/27/2014,100
0612,Campaign One 2014,Closed Won,Household,92107,Q4-2014,10/27/2014,200
0615,Campaign One 2014,Closed Won,Household,90278,Q3-2014,9/30/2014,50
0616,Campaign One 2014,Closed Won,Household,91325,Q4-2014,10/27/2014,200
0621,Campaign One 2014,Closed Won,Household,06880,Q4-2014,10/6/2014,200
0622,Campaign One 2014,Closed Won,Household,90405,Q4-2014,10/29/2014,175
0622,Campaign One 2014,Closed Won,Household,90405,Q4-2014,10/25/2014,200
0637,Campaign One 2014,Closed Won,Household,92121,Q4-2014,10/29/2014,200
0649,Campaign One 2014,Closed Won,Corporate,91101,Q3-2014,9/15/2014,200
0650,Campaign One 2014,Closed Won,Corporate,90266,Q3-2014,9/29/2014,150
0654,Campaign One 2014,Closed Won,Household,90067,Q4-2014,10/27/2014,200
0658,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/29/2014,185
0659,Campaign One 2014,Closed Won,Household,91403,Q4-2014,11/3/2014,180
0665,Campaign One 2014,Closed Won,Household,90292,Q4-2014,10/27/2014,150
0666,Campaign One 2014,Closed Won,Household,90211,Q4-2014,10/29/2014,165
0666,Campaign One 2014,Closed Won,Household,90211,Q4-2014,10/29/2014,100
0669,Campaign One 2014,Closed Won,Corporate,07068,Q3-2014,9/22/2014,10000
0673,Campaign One 2014,Closed Won,Corporate,90405,Q3-2014,9/15/2014,150
0684,Campaign One 2014,Closed Won,Household,91301,Q4-2014,10/16/2014,85
0684,Campaign One 2014,Closed Won,Household,91301,Q4-2014,10/25/2014,100
0689,Campaign One 2014,Closed Won,Household,91326,Q4-2014,10/15/2014,150
0693,Campaign One 2014,Closed Won,Household,90068,Q4-2014,10/25/2014,150
0694,Campaign One 2014,Closed Won,Household,90292,Q4-2014,10/27/2014,150
0695,Campaign One 2014,Closed Won,Household,91411,Q4-2014,10/27/2014,100
0696,Campaign One 2014,Closed Won,Household,90068,Q4-2014,10/29/2014,145
0700,Campaign One 2014,In-Kind Received,Corporate,90405,Q3-2014,9/15/2014,150
0701,Campaign One 2014,Closed Won,Corporate,91302,Q3-2014,9/30/2014,150
0707,Campaign One 2014,Closed Won,Household,90272,Q4-2014,10/1/2014,100
0709,Campaign One 2014,Closed Won,Household,90024,Q4-2014,10/27/2014,100
0718,Campaign One 2014,Closed Won,Household,,Q4-2014,11/12/2014,100
0721,Campaign One 2014,Closed Won,Household,91505,Q4-2014,10/29/2014,95
0721,Campaign One 2014,Closed Won,Household,91505,Q4-2014,10/27/2014,100
0727,Campaign One 2014,Closed Won,Household,91306,Q4-2014,10/27/2014,100
0732,Campaign One 2014,Closed Won,Household,07090,Q4-2014,10/6/2014,100
0738,Campaign One 2014,Closed Won,Household,90266,Q4-2014,12/3/2014,100
0742,Campaign One 2014,Closed Won,Household,90277,Q4-2014,10/10/2014,250
0747,Campaign One 2014,Closed Won,Household,90045,Q4-2014,10/27/2014,100
0754,Campaign One 2014,Closed Won,Household,93108,Q4-2014,10/16/2014,100
0756,Campaign One 2014,Closed Won,Household,91337,Q4-2014,10/27/2014,100
0761,Campaign One 2014,Closed Won,Household,91302,Q4-2014,10/27/2014,100
0765,Campaign One 2014,Closed Won,Household,,Q4-2014,10/6/2014,100
0770,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/27/2014,100
0772,Campaign One 2014,Closed Won,Household,91367,Q4-2014,10/27/2014,100
0774,Campaign One 2014,Closed Won,Household,90018,Q4-2014,10/27/2014,100
0777,Campaign One 2014,Closed Won,Household,90027,Q4-2014,10/1/2014,100
0782,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/27/2014,100
0784,Campaign One 2014,Closed Won,Household,91361,Q4-2014,10/25/2014,100
0799,Campaign One 2014,Closed Won,Household,92630,Q4-2014,10/16/2014,100
0809,Campaign One 2014,Closed Won,Household,90213,Q4-2014,10/27/2014,100
0812,Campaign One 2014,Closed Won,Household,90048,Q4-2014,10/16/2014,75
0814,Campaign One 2014,Closed Won,Household,90755,Q4-2014,10/1/2014,100
0822,Campaign One 2014,Closed Won,Household,11743,Q4-2014,10/13/2014,100
0826,Campaign One 2014,Closed Won,Household,90266,Q4-2014,10/25/2014,100
0838,Campaign One 2014,Closed Won,Household,90265,Q4-2014,10/29/2014,100
0841,Campaign One 2014,Closed Won,Household,91021,Q4-2014,10/27/2014,100
0842,Campaign One 2014,Closed Won,Household,91301,Q4-2014,10/27/2014,100
0849,Campaign One 2014,Closed Won,Household,93063,Q4-2014,10/27/2014,100
0851,Campaign One 2014,Closed Won,Household,91344,Q4-2014,10/25/2014,100
0861,Campaign One 2014,Closed Won,Household,91607,Q4-2014,10/27/2014,100
0865,Campaign One 2014,Closed Won,Household,91320,Q4-2014,10/25/2014,100
0867,Campaign One 2014,Closed Won,Corporate,90401,Q3-2014,9/30/2014,100
0873,Campaign One 2014,Closed Won,Household,91361,Q4-2014,10/15/2014,100
0877,Campaign One 2014,Closed Won,Household,90049,Q3-2014,9/22/2014,100
0882,Campaign One 2014,Closed Won,Household,91321,Q4-2014,10/27/2014,100
0893,Campaign One 2014,Closed Won,Household,07430,Q4-2014,10/6/2014,75
0898,Campaign One 2014,Closed Won,Household,90078,Q4-2014,10/29/2014,70
0919,Campaign One 2014,Closed Won,Household,91001,Q4-2014,10/25/2014,50
0928,Campaign One 2014,Closed Won,Household,91030,Q4-2014,10/27/2014,50
0932,Campaign One 2014,Closed Won,Household,90045,Q4-2014,10/27/2014,50
0934,Campaign One 2014,Closed Won,Household,90025,Q4-2014,10/16/2014,50
0936,Campaign One 2014,Closed Won,Household,91356,Q4-2014,10/29/2014,50
0938,Campaign One 2014,Closed Won,Household,,Q3-2014,9/30/2014,50
0939,Campaign One 2014,Closed Won,Household,10002,Q4-2014,10/25/2014,50
0942,Campaign One 2014,Closed Won,Household,91344,Q4-2014,10/27/2014,50
0944,Campaign One 2014,Closed Won,Household,,Q3-2014,9/30/2014,50
0951,Campaign One 2014,Closed Won,Household,90036,Q4-2014,10/27/2014,25
0957,Campaign One 2014,Closed Won,Household,90021,Q4-2014,12/25/2014,50
0960,Campaign One 2014,Closed Won,Household,90403,Q4-2014,10/27/2014,50
0964,Campaign One 2014,Closed Won,Household,91307,Q4-2014,10/10/2014,50
0973,Campaign One 2014,Closed Won,Household,90254,Q4-2014,10/27/2014,50
0983,Campaign One 2014,Closed Won,Household,90807,Q4-2014,10/27/2014,50
0991,Campaign One 2014,Closed Won,Household,90403,Q4-2014,10/27/2014,50
0995,Campaign One 2014,Closed Won,Household,44122,Q4-2014,10/29/2014,50
0998,Campaign One 2014,Closed Won,Household,90005,Q3-2014,9/22/2014,50
1005,Campaign One 2014,Closed Won,Corporate,90025,Q4-2014,10/15/2014,50
1008,Campaign One 2014,Closed Won,Household,91765,Q4-2014,10/29/2014,45
1008,Campaign One 2014,Closed Won,Household,91765,Q4-2014,10/16/2014,25
1020,Campaign One 2014,Closed Won,Household,90024,Q4-2014,10/27/2014,35
1022,Campaign One 2014,Closed Won,Household,90405,Q4-2014,10/29/2014,35
1037,Campaign One 2014,Closed Won,Household,91316,Q4-2014,10/27/2014,25
1041,Campaign One 2014,Closed Won,Household,94566,Q4-2014,10/16/2014,25
1043,Campaign One 2014,Closed Won,Household,90004,Q4-2014,10/27/2014,25
1052,Campaign One 2014,Closed Won,Household,90049,Q4-2014,10/1/2014,25
1057,Campaign One 2014,Closed Won,Household,90048,Q4-2014,10/27/2014,25
1062,Campaign One 2014,Closed Won,Household,90278,Q4-2014,10/27/2014,25
1098,Campaign One 2014,Closed Won,Household,90069,Q4-2014,10/29/2014,10
1101,Campaign One 2014,Closed Won,Household,91754,Q4-2014,10/27/2014,10
1177,Campaign One 2014,Closed Won,Household,92660,Q4-2014,10/10/2014,300
1320,Campaign One 2014,Closed Won,Household,,Q4-2014,10/10/2014,300
0002,Campaign One 2015,Closed Won,Household,90272,Q3-2015,8/26/2015,5000
0003,Campaign One 2015,Closed Won,Household,90024,Q4-2015,10/30/2015,430
0004,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/22/2015,100
0004,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/22/2015,50
0004,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/20/2015,30
0004,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/22/2015,1000
0014,Campaign One 2015,Closed Won,Household,90064,Q4-2015,10/20/2015,245
0016,Campaign One 2015,Closed Won,Household,,Q4-2015,10/22/2015,200
0018,Campaign One 2015,Closed Won,Corporate,90067,Q3-2015,9/24/2015,2800
0020,Campaign One 2015,Closed Won,Corporate,90064,Q3-2015,9/14/2015,5000
0028,Campaign One 2015,Closed Won,Household,91302,Q4-2015,10/13/2015,150
0028,Campaign One 2015,Closed Won,Household,91302,Q4-2015,10/20/2015,140
0031,Campaign One 2015,Closed Won,Household,91604,Q3-2015,9/8/2015,3000
0031,Campaign One 2015,Closed Won,Household,91604,Q4-2015,10/22/2015,500
0032,Campaign One 2015,Closed Won,Household,90064,Q4-2015,10/12/2015,5000
0033,Campaign One 2015,Closed Won,Household,90405,Q4-2015,10/22/2015,200
0033,Campaign One 2015,Closed Won,Household,90405,Q4-2015,10/19/2015,2500
0034,Campaign One 2015,Closed Won,Household,91030,Q4-2015,12/16/2015,150
0034,Campaign One 2015,Closed Won,Household,91030,Q4-2015,10/22/2015,200
0034,Campaign One 2015,Closed Won,Household,91030,Q3-2015,9/19/2015,300
0034,Campaign One 2015,Closed Won,Household,91030,Q3-2015,9/11/2015,300
0035,Campaign One 2015,Closed Won,Household,,Q3-2015,9/24/2015,100
0042,Campaign One 2015,Closed Won,Corporate,10570,Q4-2015,10/14/2015,500
0049,Campaign One 2015,Closed Won,Household,91311,Q4-2015,10/22/2015,350
0049,Campaign One 2015,Closed Won,Household,91311,Q4-2015,10/20/2015,25
0049,Campaign One 2015,Closed Won,Household,91311,Q4-2015,10/16/2015,5000
0049,Campaign One 2015,In-Kind Received,Household,91311,Q4-2015,10/20/2015,124
0049,Campaign One 2015,In-Kind Received,Household,91311,Q4-2015,10/20/2015,138
0049,Campaign One 2015,In-Kind Received,Household,91311,Q4-2015,10/20/2015,314
0093,Campaign One 2015,Closed Won,Corporate,10016,Q4-2015,12/14/2015,54225.6
0093,Campaign One 2015,Closed Won,Corporate,10016,Q1-2015,2/15/2015,2028.8
0094,Campaign One 2015,Closed Won,Household,82428,Q4-2015,10/22/2015,2000
0095,Campaign One 2015,Closed Won,Corporate,90025,Q3-2015,9/14/2015,5000
0095,Campaign One 2015,In-Kind Received,Corporate,90025,Q4-2015,10/20/2015,3197.46
0096,Campaign One 2015,Closed Won,Household,83333,Q4-2015,12/22/2015,5000
0096,Campaign One 2015,Closed Won,Household,83333,Q4-2015,10/20/2015,690
0096,Campaign One 2015,Closed Won,Household,83333,Q4-2015,10/22/2015,900
0099,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/22/2015,300
0099,Campaign One 2015,Closed Won,Household,90049,Q2-2015,6/15/2015,5000
0103,Campaign One 2015,Closed Won,Household,90803,Q3-2015,9/22/2015,10000
0105,Campaign One 2015,Closed Won,Household,85262,Q4-2015,12/30/2015,200
0105,Campaign One 2015,Closed Won,Household,85262,Q4-2015,12/30/2015,5000
0105,Campaign One 2015,Closed Won,Household,85262,Q4-2015,12/30/2015,500
0107,Campaign One 2015,Closed Won,Corporate,08043,Q3-2015,8/20/2015,10000
0108,Campaign One 2015,Closed Won,Corporate,92617,Q4-2015,10/4/2015,10000
0111,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/20/2015,5000
0115,Campaign One 2015,Closed Won,Corporate,90049,Q4-2015,12/8/2015,5000
0120,Campaign One 2015,Closed Won,Corporate,2H2,Q4-2015,11/12/2015,5000
0122,Campaign One 2015,Closed Won,Household,90241,Q4-2015,11/12/2015,5000
0122,Campaign One 2015,Closed Won,Household,90241,Q4-2015,10/20/2015,775
0124,Campaign One 2015,Closed Won,Corporate,90046,Q4-2015,10/6/2015,600
0127,Campaign One 2015,Closed Won,Corporate,90245,Q4-2015,10/13/2015,5000
0128,Campaign One 2015,Closed Won,Corporate,08543,Q3-2015,8/17/2015,5000
0129,Campaign One 2015,Closed Won,Corporate,90246,Q4-2015,10/16/2015,5000
0138,Campaign One 2015,Closed Won,Household,90033,Q3-2015,9/29/2015,2500
0144,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/12/2015,2500
0154,Campaign One 2015,Closed Won,Household,90025,Q3-2015,9/28/2015,2500
0159,Campaign One 2015,Closed Won,Household,90405,Q3-2015,9/20/2015,300
0162,Campaign One 2015,Closed Won,Corporate,90067,Q4-2015,10/16/2015,2500
0171,Campaign One 2015,Closed Won,Household,90025,Q4-2015,10/20/2015,120
0171,Campaign One 2015,Closed Won,Household,90025,Q4-2015,10/22/2015,1000
0171,Campaign One 2015,Closed Won,Household,90025,Q3-2015,9/16/2015,600
0171,Campaign One 2015,In-Kind Received,Household,90025,Q4-2015,10/27/2015,3000
0172,Campaign One 2015,Closed Won,Household,90803,Q3-2015,9/20/2015,2100
0175,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/20/2015,324
0175,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/20/2015,75
0175,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/22/2015,100
0175,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/8/2015,600
0182,Campaign One 2015,Closed Won,Corporate,92707,Q3-2015,9/22/2015,2000
0188,Campaign One 2015,Closed Won,Household,,Q4-2015,10/20/2015,50
0188,Campaign One 2015,Closed Won,Household,,Q4-2015,10/20/2015,1100
0189,Campaign One 2015,Closed Won,Household,90069,Q4-2015,10/22/2015,500
0189,Campaign One 2015,Closed Won,Household,90069,Q4-2015,10/20/2015,1100
0190,Campaign One 2015,Closed Won,Household,90212,Q4-2015,10/29/2015,500
0196,Campaign One 2015,Closed Won,Household,90272,Q4-2015,10/16/2015,500
0197,Campaign One 2015,Closed Won,Household,90405,Q4-2015,10/22/2015,1000
0204,Campaign One 2015,Closed Won,Corporate,90232,Q4-2015,10/20/2015,275
0204,Campaign One 2015,Closed Won,Corporate,90232,Q4-2015,10/20/2015,1500
0205,Campaign One 2015,In-Kind Received,Corporate,90026,Q4-2015,10/20/2015,1490
0211,Campaign One 2015,Closed Won,Household,90249,Q4-2015,10/22/2015,1000
0211,Campaign One 2015,In-Kind Received,Household,90249,Q4-2015,10/27/2015,1695
0219,Campaign One 2015,Closed Won,Household,90402,Q4-2015,10/22/2015,1000
0225,Campaign One 2015,Closed Won,Household,90049,Q4-2015,10/22/2015,300
